Mining Pool Name,Mining Pool Link,TX hash,Timestamp,Date
F2Pool,https://www.f2pool.com/,22d1b989e539cca959885ae8f452c192f63b1d6578f6b74c477f95000fda2db2,1730807580,2024-11-05
Foundry USA,https://foundrydigital.com/,76cd646235bb0598b716887205b4a11c6a8f27daf2d7a84e774c8cc1d7edb0c0,1730807925,2024-11-05
Foundry USA,https://foundrydigital.com/,39fe93103e6a1533087ab1ab00f5cde7fa666c2aec21c92639acb8e4caa3fa9f,1730808991,2024-11-05
Foundry USA,https://foundrydigital.com/,8c54e748189f292cedfe58b65cbd8cd4a0f4706797f7f289a6be24c76598c6b7,1730809528,2024-11-05
Foundry USA,https://foundrydigital.com/,6fa967426ea9c41af3a83abac0587d2765b16bad0616b10bb3cf286d3e0d53af,1730810794,2024-11-05
F2Pool,https://www.f2pool.com/,7256009d3c0cabd0623bca1fe743487dbf49a60c515c4b8414e923198f8c866d,1730810825,2024-11-05
Foundry USA,https://foundrydigital.com/,068f2aed8a204e3793661e7d2407dc737802c56f0e008ca52bc8cc1f8eaf9ca4,1730810888,2024-11-05
ViaBTC,https://viabtc.com,8377f34b630495e54073363d1929f6e8a8079e67192606a44d100936f5e534e2,1730812454,2024-11-05
Foundry USA,https://foundrydigital.com/,93cb92e9e0257fd0d23ae32a7d8e107f54f95a714e154f33c3ff68570f2f420f,1730813176,2024-11-05
Foundry USA,https://foundrydigital.com/,2425809282768a90adb50fc6eb2805eec7dca98e943f891488165befb964f001,1730813543,2024-11-05
,,7910bfb36f9a77ec932cb48990e39508512dbb05e496510fbe9a3fe07521526f,1730813606,2024-11-05
F2Pool,https://www.f2pool.com/,d1800a7195265c9d584ca80b40fd5d10a5528769c2d98b3864a33710d0035310,1730813681,2024-11-05
F2Pool,https://www.f2pool.com/,3f0c3831dee2b7d65422ea2baf2c18e5492e5e623128aa47bc0486d58620c5ce,1730814772,2024-11-05
,,12bb32393ba9e035cdee9b0ba65b72aeb598ab04c78542cf8f68a375944a7cc4,1730815813,2024-11-05
Foundry USA,https://foundrydigital.com/,402bc44eb52d2972230feffebc00e4d5a4f94cc00ca66c0905f005378b296b4e,1730816291,2024-11-05
F2Pool,https://www.f2pool.com/,4bb02dadce45c2bb3e2af6113b23f0d4cb8a0f19a7aed74084bd8abccd9a7616,1730816836,2024-11-05
F2Pool,https://www.f2pool.com/,eb4acbef85202243319529f740201076faed49783706f6bebea98755aa387841,1730817409,2024-11-05
AntPool,https://www.antpool.com/,2e807d823b57e89774f9c74c2c207df1af31f70fe083a886ab5ef4c8e55696eb,1730817455,2024-11-05
AntPool,https://www.antpool.com/,f5357af1f824f0de503105439009e2a8365a1ad68da03bc91a45262b66b788bf,1730817531,2024-11-05
AntPool,https://www.antpool.com/,0fe21cd579cad5e64ed4f05ecdf5c2ccd7cf847ae6546e0c8e7e3925e05940d3,1730817976,2024-11-05
ViaBTC,https://viabtc.com,243eb5120afcee71eac0e4d67fc165a69f16d41b9cb7822ad6c3a3eab6899d15,1730818337,2024-11-05
Foundry USA,https://foundrydigital.com/,762d9295a6611da8cf8d66796cd966d86e57910739fd3cc046e284fb0e885536,1730819192,2024-11-05
AntPool,https://www.antpool.com/,15c1f1f6a938439e57b31220c7e60eb0b54db9a84173c2618df0346b7121ec9c,1730819273,2024-11-05
ViaBTC,https://viabtc.com,3b41269c00d7284fcc756f82043808872337f8153658b2c43132ad1e463d69d1,1730820945,2024-11-05
ViaBTC,https://viabtc.com,db168682805f2a85d0175de20e9c758571e972ef64931b99ee9a443bebf58492,1730821463,2024-11-05
Foundry USA,https://foundrydigital.com/,5c8b76657789b37a24fcb14d9021bf17758f147477ba3fe8d61c4746d578ec7b,1730823683,2024-11-05
,,7a51b18d5a90301891b21f59fb10207fbce9395266b7383cb416def461f71e96,1730824552,2024-11-05
Foundry USA,https://foundrydigital.com/,c5b800cf3aed58e2f71f0fe7ebb85cdfcba7f397f1ff90cbaaae20becd6e4d63,1730824735,2024-11-05
AntPool,https://www.antpool.com/,97ea87f2801f3a46ebb3b8e472ded469f4bc3d5dc87b24c1b351270ad76d452c,1730825021,2024-11-05
,,55ad23a57dbf3b64bedc037c195c925ac6d16c6a5d457a09ae2fc93b8cd4631f,1730825146,2024-11-05
Foundry USA,https://foundrydigital.com/,b995f724ff09dae9af7ea4a8045e16f73b9bfe8ac00968a439f832831ab0cd37,1730825289,2024-11-05
AntPool,https://www.antpool.com/,99a9ae0404646d88314c04a00ccb47075c08ef98b45a24360a4fbd340422df51,1730825381,2024-11-05
,,44fa62b60079e96b2a7a92d2cc863f44b159a2b51d3fb9980984e47091ddb94e,1730825607,2024-11-05
Foundry USA,https://foundrydigital.com/,54688f3b8c06f2e15eac74d643c69569a9222d076a45503de01726bd4c7b8e88,1730826994,2024-11-05
AntPool,https://www.antpool.com/,f756259c1c9a79a460a3e5727ccd9ffdd2137fd19943dfa19ec58cf6c905b687,1730827324,2024-11-05
Foundry USA,https://foundrydigital.com/,1af684ab2584896de183270127937aaa6602d1bc841e5c0b4d456e981f7068cb,1730828622,2024-11-05
Foundry USA,https://foundrydigital.com/,1cb233ce887ca15f2f6985d3dda13f4ed67fb0127f7b89980b2139a859f52965,1730828687,2024-11-05
AntPool,https://www.antpool.com/,f0a31842422b36546f4df0e4601aa83771494bf8ecbb45a9cdbdbc8913189cae,1730829178,2024-11-05
AntPool,https://www.antpool.com/,b15873aade5fd3f91c4fd5b44d25364f20a10be5b6c15122ea78c05478612f2a,1730829442,2024-11-05
Foundry USA,https://foundrydigital.com/,35352e557febc0b37e16244525153d8e1f17cb5154a4e028d3946737d683aadc,1730830442,2024-11-05
ViaBTC,https://viabtc.com,6c928b411d16fd00f49b9c4a0684f56052b6ab39f8750d87cf01c726ad26ea5d,1730830801,2024-11-05
Foundry USA,https://foundrydigital.com/,e180b5eaf9371756d08ff07078f4c3ddce52e37debf0e86a94f95bd664c79e81,1730833182,2024-11-05
Foundry USA,https://foundrydigital.com/,6ed21a8fe40f137f4bd5cd20e47899c677af27e7f10eb63da3cb94a6d8dcee56,1730834199,2024-11-05
AntPool,https://www.antpool.com/,800940baec092bf080dc8e4af475eca2b606a85811af9d9d79154634838a38d8,1730834252,2024-11-05
Foundry USA,https://foundrydigital.com/,2a053d19c0156b555881b1e5cd04efd6527f2f935dfd44089847739ffbd99bb6,1730835972,2024-11-05
AntPool,https://www.antpool.com/,2db5a0c6f9c29326c5cbe9ea5b286575b084dc46cea452dab772d703c757a95b,1730835974,2024-11-05
ViaBTC,https://viabtc.com,394503e7185871d24b4a8a0c09384ecf459b8f556bba4ffcaf570e769a7f01b2,1730836400,2024-11-05
BTCC,https://pool.btcc.com/,5f275d190e063b1b3817ab165ebd41332a9da39e9896dae6b7c2931727e6ccdc,1730836623,2024-11-05
AntPool,https://www.antpool.com/,4208ddd1c817ef74691835adf3fb8814e58e1dfcc2a72e1981ea7e4eed2ad342,1730836873,2024-11-05
F2Pool,https://www.f2pool.com/,94b881b32a36f963840727804b4adae4d057dcbd5204854327b4bd9a5405c14f,1730837513,2024-11-05
,,6c22ca9a6e5cec761ddcaa987c213072239412589495c7b6efebde329f6af404,1730837695,2024-11-05
ViaBTC,https://viabtc.com,842e3fc7828097afddacbb5ccc1b352ab25031002ddb7aae420d960abeab314f,1730839089,2024-11-05
,,0b3fced16405d0beb438a5a8322e3225fd78abb0b539c7e8da230cbc30b64c29,1730840080,2024-11-05
ViaBTC,https://viabtc.com,16794b4972563cb5ed35c1570e95ff611dec70717cf670ece721ced73dff10f5,1730840435,2024-11-05
AntPool,https://www.antpool.com/,d65b633d095007584b4b9efcd0f39c59e615c015aa0adb1a2c954e8f100aabe0,1730841896,2024-11-05
Foundry USA,https://foundrydigital.com/,80b80cca3e395a83938a54759c944e772c98e1af147542c61d8c4e7b0f8282e4,1730842955,2024-11-05
Foundry USA,https://foundrydigital.com/,b44a652b706c79dfa448d8bc43f3f5d3940e5625d24f103eb14a7c7124a1d8dc,1730843184,2024-11-05
Ocean.xyz,https://ocean.xyz/,125e9b06293b086db5a3640334e03f7b0b38e1dabfea63fbbe7fe7f71fa1ae8e,1730843513,2024-11-05
Foundry USA,https://foundrydigital.com/,81b93152defb09914b6584a671e2544ac06b56d72154106b1a8dec36444a84f2,1730843779,2024-11-05
ViaBTC,https://viabtc.com,a9f5fd970d2b6157b4a6b6bd65abdf4fdc6b9c1dd952ec340b6272743e55ea17,1730844757,2024-11-05
Foundry USA,https://foundrydigital.com/,6131b27775c69a7835ac80b50c16e78fb6780829f3946b64c35e540fbc4b4322,1730845514,2024-11-05
,,e775a4fa4da457d71e2b3f1ac6dbd5c950530d3c103ae9e15d6101be3184588f,1730845556,2024-11-05
AntPool,https://www.antpool.com/,772a06662c66a5d92e0dbc48de33e8198f79fa0f1f0c63584b067b0c6f712a75,1730845560,2024-11-05
,,3eaaab6644b591458bbc7f79b2aa5c33d0eb7306973efecb17fced02427fceac,1730845576,2024-11-05
Foundry USA,https://foundrydigital.com/,2a2d217f2aedbd521a040e1e7cebb7b5320ae6bc629ee1ec3e85c164907605ce,1730846423,2024-11-05
Foundry USA,https://foundrydigital.com/,b1f3bca42420748d32211e6ebf00b4bbd0486bcb831cc48f2fb9eb6ecb438826,1730846678,2024-11-05
ViaBTC,https://viabtc.com,6aa6a264c7a745a25c64736aeab0e77604e6d6df0e8f4d3295f988a4863e1a1b,1730847322,2024-11-05
AntPool,https://www.antpool.com/,4c49abec93f4c50f9d8645a49f4833dc773f44d4a43ac2fed3cdff2e8627b04d,1730847571,2024-11-05
Foundry USA,https://foundrydigital.com/,44c1951438ba8fdcf5d2a43205d43eed95d4731e0aa4b7f96e758ad7c4dc186a,1730849629,2024-11-05
ViaBTC,https://viabtc.com,7509fd1280e561b4117652f3ff4b503e0ba8850ba86d5872ed1c90814135dd91,1730850405,2024-11-05
SpiderPool,https://www.spiderpool.com/,fb14719a972eda4c4c611eec4f7216de4775dbbff9b70b9d7416d8866cc8ea37,1730851618,2024-11-06
Foundry USA,https://foundrydigital.com/,34326a1e5d460ee302d74b3ab4ab43999de380282fac9d419d0244385a072a38,1730852395,2024-11-06
AntPool,https://www.antpool.com/,c785319d25b07ae693f7757991dfa445021390f3d60f017470a535ab7e256c53,1730852704,2024-11-06
AntPool,https://www.antpool.com/,f14bab91af6e4be3dcd0c549fc003e69dd4ec2d47d073d08c8465e006d1da163,1730852783,2024-11-06
AntPool,https://www.antpool.com/,9d96c803a24a52125ab26b4802c8ea9ef328e7660d1a834d6a3a29e678dede74,1730854468,2024-11-06
AntPool,https://www.antpool.com/,9944eaa252649d4160f2b33f3a7c6cda31c4d3fc4cb852bb98dcbbd7c49d461f,1730855535,2024-11-06
,,fe3f31759120c4d3b82b008c6823edfaa9a9d9e41cbaccb80a13a361f45e243b,1730855594,2024-11-06
AntPool,https://www.antpool.com/,b5e2fcd8b228bbc18dd6586f9b6be05b0937634f616bda3f4b3a5749cf07fb68,1730855933,2024-11-06
AntPool,https://www.antpool.com/,9df39576331ebde67539cfe7f6e08b51e1bf6bbac70bdfd4516f2612aee87c1e,1730856018,2024-11-06
F2Pool,https://www.f2pool.com/,07cd0ca0dba655dd82ae1acda1096bdd87218c9808bce1a2f7ff7c6962b3681d,1730857030,2024-11-06
ViaBTC,https://viabtc.com,ba5f480b1ae62dca21dae1e8883dd51a5483b480a6bb7b78c7893f64ea48dca7,1730857430,2024-11-06
Foundry USA,https://foundrydigital.com/,6089a52fb15d3bcbb38772dd2d9514283a6117ef9fb3db5acd203b3cabc89324,1730858283,2024-11-06
AntPool,https://www.antpool.com/,d539c02552cf569edaf8421eb3a330c848509bce44894bb9109c4965206b0ea0,1730858980,2024-11-06
ViaBTC,https://viabtc.com,0968c77093fc2df15efe97b33834e4d1d0a0056831b04c8d40cfc9343f1edae2,1730859209,2024-11-06
Foundry USA,https://foundrydigital.com/,7da749939797370b5d3d0737f8d33eca4c34899ab711fbf87cadaa48ef952b7f,1730860293,2024-11-06
Foundry USA,https://foundrydigital.com/,c624611c5b04052445a05d86df971a39ea2a743bc1809d8afed2481f1b80e85b,1730860589,2024-11-06
ViaBTC,https://viabtc.com,017bca48f86f3d31e71c27d8f79637ff318dbc4220d7bdec5dfebe2ad7248fce,1730860652,2024-11-06
AntPool,https://www.antpool.com/,a531e9f030c76717e7c8e38eb0acecbf2cdd7c46cfeb934f8b2a062b02bca810,1730861055,2024-11-06
AntPool,https://www.antpool.com/,d307985e9d0f953f2184ebf823ea70b38b763091b94a84a5305eef2aa562037c,1730863436,2024-11-06
,,f98e4091681b711e51339b5884d5d343c5771264e70c43909eaccb499f8203a0,1730863987,2024-11-06
Foundry USA,https://foundrydigital.com/,cb0a62a2723199d2e6027dc32e0ac34307b9faded075b23de5b35d7d4cd53704,1730865719,2024-11-06
