Mining Pool Name,Mining Pool Link,TX hash,Timestamp,Date
F2Pool,https://www.f2pool.com/,8efd2aaad2a98b4dcdb2d5b9cb9d66f22faab52575fa0d43ad7be0a90ffa4521,1730717454,2024-11-04
AntPool,https://www.antpool.com/,f30b310156cd86e325356a22cbd6f8c3ac2cdef705d24df3638b8b1adfe4f5f4,1730717962,2024-11-04
ViaBTC,https://viabtc.com,8e3f960b708620e5907d6ba08ed5344f773d3a2479931fe1a1da549321cc5ff3,1730717967,2024-11-04
Foundry USA,https://foundrydigital.com/,9990a5b1d1cb1a87eff43edb1062be6524432ceac95b7eb4df5017e09ded4c3f,1730718200,2024-11-04
,,656b317a588b64eb47bd39ffdd636c03917119c12aeafeeedd16870e9abbf66c,1730718496,2024-11-04
Foundry USA,https://foundrydigital.com/,87a2db01b6139acf17a49e537e712f1548cc426cb2f60751c7479fd7378dfc92,1730718517,2024-11-04
F2Pool,https://www.f2pool.com/,6cb36fe3a64aa680c200a0ffa51fe974d2c096ab282beae1c3b947a6819ec5c6,1730719240,2024-11-04
SpiderPool,https://www.spiderpool.com/,a7af6deba938233f157a871bf444ff299640c51da4c8ff6f2fa08d9952b44faf,1730719311,2024-11-04
F2Pool,https://www.f2pool.com/,46d1aedb006d0aba3a395a0751b9c606c0991d55919cdfcbb9be92bc62812204,1730719458,2024-11-04
ViaBTC,https://viabtc.com,9767a8424669a0ac7316c15e42ddfbb8e14339520930b5b5580a14f6bff87cea,1730720157,2024-11-04
F2Pool,https://www.f2pool.com/,382af6105609766dd3f85d443754d6996b2cdc70cc0a503df2bbe34fc6615652,1730720623,2024-11-04
SecPool,https://www.secpool.com/,d9fcf66b2f4a8e970d2a9934dca6350980ee6d4c04617913d319a52b286c7c7b,1730723775,2024-11-04
F2Pool,https://www.f2pool.com/,513433fd6dce4127f3454bc9a465f1226c49f3194a37755b689702e1e8e33464,1730723894,2024-11-04
Foundry USA,https://foundrydigital.com/,a7f3ff67fed3750c640d9f3cf4613ef1df4cdfc8806958e570c6fe193dab6c46,1730725388,2024-11-04
ViaBTC,https://viabtc.com,5d9f3ac9068d83c2445082b4856cf6a822aaeb17da1d0d9272d29fab25a9d6e9,1730726457,2024-11-04
AntPool,https://www.antpool.com/,bdaadba1be62c0030f14420db85ecd025807cda25825f593dbb64b7912cd3fe1,1730727556,2024-11-04
AntPool,https://www.antpool.com/,6a70f382ff9d8c2dc4434975c2f309ec4af7f4103e63bf788d9d7c21031992e5,1730728235,2024-11-04
ViaBTC,https://viabtc.com,f28f10a3ab90f008838a07a91bfdaab40db404b8502aaf7c1154ec3605b60f68,1730728330,2024-11-04
Foundry USA,https://foundrydigital.com/,14baca2060b61adf9c6461882e8a7751fb9ea72566870c9b565f7a14002e6965,1730728410,2024-11-04
Foundry USA,https://foundrydigital.com/,020770cf0d3ae8fba66b4e53b39684dd2e6032e673ab1b56c4bb79d2e04e68c6,1730728577,2024-11-04
AntPool,https://www.antpool.com/,54a98a87f0322c40652ef2a23bb8febcf2f0da5b8865af95279f4502e7a796d2,1730728750,2024-11-04
,,6c62b07599b89b751f9e05a5fe888f35af5f3cd556b58ed80ef0dec36000772c,1730729363,2024-11-04
Luxor,https://mining.luxor.tech,5c1265b1b5620f1207608c52782cc40531c56ef8d13ec480193056a02cdd8eab,1730730079,2024-11-04
AntPool,https://www.antpool.com/,1b69c12b9d1a96a3822402a8f679269d1c90292a354e884bb053633371e66ce3,1730730884,2024-11-04
AntPool,https://www.antpool.com/,cd3ccfbed1667ae8e7c108c7c2dfc73835b67bbfbd7efdf33b237bf71c186569,1730731242,2024-11-04
ViaBTC,https://viabtc.com,6671e808de4addb1482527a0d7fd3bb195ad27b74da28cce5156e33260f8e3c9,1730733351,2024-11-04
Foundry USA,https://foundrydigital.com/,7a38e235be56b92f5b9989917b21e27409db9f8f3bd3883440527272f69ddf7e,1730733369,2024-11-04
F2Pool,https://www.f2pool.com/,8b63f297aa76b48716bd975842c7f4bdb7b0f05365a62bf0c84d91752c3c8a1a,1730733903,2024-11-04
AntPool,https://www.antpool.com/,a38e337f6bb5f2568d893105af3ffafe5711fea2596f9834b0d1b336313cb768,1730734408,2024-11-04
ViaBTC,https://viabtc.com,794de3eccca6792fb8aa51232772cc7166fef8b2a34afb08f308f1e88ed0faaa,1730734577,2024-11-04
AntPool,https://www.antpool.com/,9cb650cc40d71877314d4b0c3492243c9ac629d639e4dab06f395709e2bbd4d3,1730734631,2024-11-04
AntPool,https://www.antpool.com/,ea516ee3135c0e2a5bcff6cc6f87fea1a5c65339af9e727a1ac4c137865c7cd4,1730735820,2024-11-04
AntPool,https://www.antpool.com/,8ae94033fc54a22960be2889dbb2181731dcc23484e2a8c297356fa3dedccfa9,1730737142,2024-11-04
AntPool,https://www.antpool.com/,abd4cba497b9798834d6c3316a855cf5aff19b115d5e41d0b616f3054893ef83,1730737340,2024-11-04
Foundry USA,https://foundrydigital.com/,17848cec8724c04daef31006cbdc12d5e040056349278530b2f2707c9e781509,1730737537,2024-11-04
AntPool,https://www.antpool.com/,1ed9214ea0dec0407c36de0504c3e86d7a53d964d78ca1636ddd6aa22a05b057,1730738630,2024-11-04
ViaBTC,https://viabtc.com,a30a734caca7ef18a5afa98feec6f1b40eda002a7932cf050f68fa7387bf3d8d,1730739190,2024-11-04
,,7a501fa3960de24dae4b15b4bfbe5d5925e0840adca6255e2416553745debcc4,1730740039,2024-11-04
SecPool,https://www.secpool.com/,418ef3df9ddbcc0c16dd0dcfa80c53e17375b6ed9099edb806915a00fd389cae,1730740961,2024-11-04
Foundry USA,https://foundrydigital.com/,431649517a801b1b3c750ff85fca3a7cda8fcc1250f70fe7eb9b29e41b494b19,1730741024,2024-11-04
Foundry USA,https://foundrydigital.com/,1c71cdf5a8e1566ad9dd89262efa8db18738c798519f20c760ccb722bc51def3,1730741598,2024-11-04
Foundry USA,https://foundrydigital.com/,cafb48240d877f12813a08edf37165fe305d1ce924580fd7710e7698279d14b8,1730742219,2024-11-04
AntPool,https://www.antpool.com/,25a4a148e91ee9b0fed9196842680b7a88a9eb79bac3a5259fdfd52238353f9d,1730742526,2024-11-04
AntPool,https://www.antpool.com/,e913fb9c6c94126168d385861cb12f9c75430dcf5997ee56dc39f7a191089a0a,1730743136,2024-11-04
AntPool,https://www.antpool.com/,bbb1ff1c9c2672fb6d4f02b2650b37407c8484bdf8fc15e1f2412b80b5191c4f,1730743230,2024-11-04
AntPool,https://www.antpool.com/,e0601caafc9c0854be154681c7ceb4c9d0eab10babda862418fba12bf1207651,1730744125,2024-11-04
Foundry USA,https://foundrydigital.com/,24e27b2a3c24290b2b9cbeef669ff021fc61ae9138c71255bdd8d5fad3cef0ec,1730744456,2024-11-04
,,c8e68a78673bb7026f761b389445f47b8a83ff1764c7b39b425f3ea1313ae8e3,1730744520,2024-11-04
AntPool,https://www.antpool.com/,a5c0fce0c6c3e38755bd2c78fa90d77dd6a3aaf0419cecea54969bea9811b8bb,1730744803,2024-11-04
,,4d986eddb25e5f3bc134107003afd76dece93128a04bb20a623f3de1f7f5cdb0,1730746535,2024-11-04
Foundry USA,https://foundrydigital.com/,50cbff917527ebd765b7e4e313aa6a98b21189e56ef0ab034e52f6f73c22aa94,1730746887,2024-11-04
AntPool,https://www.antpool.com/,5fc7aaf732cc0a1b03715a062c067922ba9f409dba7dff5ef56510b94ae97b86,1730748643,2024-11-04
F2Pool,https://www.f2pool.com/,84e12e160eb22b8c32b57241623e47dd8dda1b62078dcf2191d7ba05092b28c6,1730749490,2024-11-04
AntPool,https://www.antpool.com/,e9ed8a35e01824145b9ea10dbacaaa37d9ca75ad8c680d43318446842ae1fb43,1730749603,2024-11-04
Foundry USA,https://foundrydigital.com/,a512cc3882c547e2422bba74425ed6d05a4d07b2dd4ef5bee9accea908c0fe97,1730749870,2024-11-04
AntPool,https://www.antpool.com/,95cf69cea3ff430932a2537a8a7d98c4ad289564bfb85a2c3fe1d379db546b31,1730750039,2024-11-04
SpiderPool,https://www.spiderpool.com/,a04448e1da3d629b13b9a353279a80a38b227c3f0816ccfc4bded064a3c6dbab,1730750376,2024-11-04
,,66c6dfe620fac4112fa3afd7719e036eb7e21ad4f6b055c6098c794005c195bb,1730750969,2024-11-04
SpiderPool,https://www.spiderpool.com/,67162935f67b0eb6151e67e20c1e1bcd029fbecf0e4de21de7172e3eb0e8bfda,1730751520,2024-11-04
AntPool,https://www.antpool.com/,ba5b9dcc5f7664bf84f004a638fcd7ac3813bb9467e009288f02a32f1e472c8e,1730751896,2024-11-04
Foundry USA,https://foundrydigital.com/,590428b55cec81d5e8cb6512826748c3bcf9622d22bf398e74d799b481de6451,1730752372,2024-11-04
AntPool,https://www.antpool.com/,c67b6cb1b2d7b4e11ced957d92abcbc189ef31de8814cd85d1675f0c094944a7,1730752671,2024-11-04
Foundry USA,https://foundrydigital.com/,becfe274f55aeaa1c6d433a4cbb56ef92d9c4f0cdd64c629015051d4b0ee3ab7,1730752965,2024-11-04
F2Pool,https://www.f2pool.com/,5b62fd99499bacfb5486ac0f3f14badf0f1cd8b3244b85b96df953bf66a95561,1730753585,2024-11-04
Foundry USA,https://foundrydigital.com/,03a0b7c3fae9e19fc4d49358870e5a50ce3dd07fd0b8107be96abb53e0377e0e,1730753931,2024-11-04
Foundry USA,https://foundrydigital.com/,8713f285d259d49101484c3412deba5bf0e2a41698a90b95e652c841592c8945,1730753944,2024-11-04
ViaBTC,https://viabtc.com,418ad63b6fac3f4164c0b396099689299ef53659dba373f81fd1f12a66a558d6,1730753980,2024-11-04
AntPool,https://www.antpool.com/,64ac9f1b551b2c4f9c8671ec6176c944bbde79ec8426beed8393761de2a02a5c,1730754710,2024-11-04
Foundry USA,https://foundrydigital.com/,3b44d2a769b0d01d55f77b892aa7e0c95f0cc1af38e43df25b3753b4a9e077fe,1730755193,2024-11-04
AntPool,https://www.antpool.com/,0f73b52fa6a16b09315403ac5d1291d827ff74cefb86e10131edf2b1a47ee8a1,1730755882,2024-11-04
BTCC,https://pool.btcc.com/,fd0da344e82c540f22633fd5997b16b3544a6934dc8609f5674bc1a84ab8628a,1730756031,2024-11-04
Foundry USA,https://foundrydigital.com/,4fee7f7e8ca70818ec18935f7e252cf4d1b23cf75d691f8ab7cbcdf92b9d73fb,1730756304,2024-11-04
ViaBTC,https://viabtc.com,e5bed569487a12079c91cc886eb78bb74b02ce37926d065bcc003aa91b937c6d,1730757893,2024-11-04
Foundry USA,https://foundrydigital.com/,7da373e7793393c30cec1c937191a28f13f2ba70ce05dcbf099bb6e1776b3586,1730758810,2024-11-04
,,a44d5103f083dd7bb487d52f938836c4b1213558614b86d2662221ba4bd461af,1730759288,2024-11-04
SecPool,https://www.secpool.com/,1832f8766718e7beb4440d49d849ed12dfd5555eb821c822a107faa180c8ccd6,1730759945,2024-11-04
,,b110c2013da2ea41ed40811dd6801d69e3d9a514442ba6c8615d6a03223d075f,1730760139,2024-11-04
,,0d119e4e831c2f383d808a9ca556e73efbf7c3b3b67af6defe50c090edbd7323,1730760484,2024-11-04
AntPool,https://www.antpool.com/,93af14edb088aea12f96ea7b0226f5f4e030753609e56425ede636dc459687aa,1730762004,2024-11-04
AntPool,https://www.antpool.com/,943eef6a48178aef43b26287b387a422abf7d1e15f281b0fd09dcf49a0217170,1730762053,2024-11-04
Foundry USA,https://foundrydigital.com/,0872b77d0b007f331d8cddd0a19248dd90006adc78ba97eb1fb9104dd8ffe1f2,1730763449,2024-11-04
Foundry USA,https://foundrydigital.com/,dcd884e68602ee03a538e57a3a1065c241e588e9224aa6e5cf42775043bdaa85,1730763491,2024-11-04
Foundry USA,https://foundrydigital.com/,9a5e0ea459ac9d99d02d866fd6c403617fceb8639ad2454b23f0b09f8ee1748c,1730765178,2024-11-05
Foundry USA,https://foundrydigital.com/,ba81e29c8df3cb0838d1be33e1adaf8fcf1de38e1772c9410f142fdfb5d4c4df,1730765932,2024-11-05
ViaBTC,https://viabtc.com,5d25ca425eb607ca453c0277f016dca24503a8c887dc066479cea614fd987253,1730768258,2024-11-05
AntPool,https://www.antpool.com/,c5f7f8372836d34c893ec3acab3e22193112445de8f08c6b8b5eb8a859073106,1730768289,2024-11-05
Foundry USA,https://foundrydigital.com/,a2892f29cc8fdd7047e77f494b6c0aad794ba06bb1087044b444fbe4b51529c0,1730768677,2024-11-05
AntPool,https://www.antpool.com/,fac0097b3ca29e0b9a87e85db99773a28ca879964c08999e70bf8ce6882dcdad,1730768948,2024-11-05
,,2e5e77fcf418224aa96e675d066d9a87e08c8dc01fc700d587d608cf3d3640a3,1730772429,2024-11-05
AntPool,https://www.antpool.com/,8564187be0596f6ea201697e8c47db8a4c8c8689c7292415eb1a8df0cbae183f,1730772585,2024-11-05
Foundry USA,https://foundrydigital.com/,296f64bb0950c687fd2edf136ba702fcd5538d4f9816c738e5a26dd746d31cee,1730772776,2024-11-05
,,e0c88fd3d6d6aa67de18a9a99831d4380ecc028c3e08f5d6a9b0afb07c67295a,1730772813,2024-11-05
Foundry USA,https://foundrydigital.com/,981e8dd13e4892b673f785fdbed6a79762d30e63a06bcfb0466c805cd537e49c,1730773663,2024-11-05
Foundry USA,https://foundrydigital.com/,ef9cdc531a46ba9f27329309d544178fe805906ecdfefa23460f877cbfde433e,1730774174,2024-11-05
,,9d63b67ede6846d87f882eac89db595330c536c37c7e840bdae73fcaee477a1d,1730774829,2024-11-05
SecPool,https://www.secpool.com/,de559fd5f54efe1639613f3cd60b938a63e612577320216d88b9410ee87eaf76,1730777655,2024-11-05
BTCC,https://pool.btcc.com/,995541d6fa6447852e3741f7cb453970fc4d9440fbe5b2692319c0d891d65c80,1730778171,2024-11-05
AntPool,https://www.antpool.com/,952cd64e92f78dad8e99c7c40190087c569d4c9a1b2306fa052def910c28342e,1730778827,2024-11-05
,,968668cee9a315eb9493f77fc25968d6a1e1a9e6691cb168c4652d939ed03a33,1730779603,2024-11-05
F2Pool,https://www.f2pool.com/,961fc5a0773267a81afd93ee09ad2b0d32bfc521915a18a6d57fddf9b3467b64,1730780121,2024-11-05
Foundry USA,https://foundrydigital.com/,c3d98b0c9f13eafc8d0bc7050d839ee0bcd552f96d49f973fbff8d369dfd97ae,1730781300,2024-11-05
ViaBTC,https://viabtc.com,aad8cc9043d4f395f3ba1476c0b5bda1e2b6bce64d9591a6ef3cc3dbe964a1e9,1730781321,2024-11-05
ViaBTC,https://viabtc.com,28eaf179e751e1180eac467461139cae994d7a139f5da189efe6fe20a8322fb9,1730781384,2024-11-05
,,277bfaff91cf975376c2286980f89b427c82236e62ce1fd505411822622254fe,1730781616,2024-11-05
F2Pool,https://www.f2pool.com/,63890915c4f7c00df96eeabad7e83ddd646541ab52314394cc1e99be33c1afc3,1730782162,2024-11-05
SecPool,https://www.secpool.com/,ceb4b2c99547dd61a6d8fbb85228efc5b29b5bd4c615094c0fccb39ca40da980,1730782665,2024-11-05
AntPool,https://www.antpool.com/,fadd678dfac5e5e1e14ced5135f90a81c4c5484c38f11cc4df46a6856ee8cbd0,1730783214,2024-11-05
ViaBTC,https://viabtc.com,ae69783b737f43304b165fd37ecdeef812256329739680ff188acf518f72bb2f,1730783620,2024-11-05
AntPool,https://www.antpool.com/,6b7f6e75586cfef91cc88fc190bf71111e89126c29946fa21aae0985fc5abcbe,1730783664,2024-11-05
Foundry USA,https://foundrydigital.com/,2fef3dae0082b8096226683847d71a6a8e8940cf119e4e04ce1501af99035770,1730783754,2024-11-05
SecPool,https://www.secpool.com/,abb8bfa65cc2e46d5578aa1e978a16ee29f3a298cbf36f4a6c8e94bfbe94d410,1730783875,2024-11-05
Foundry USA,https://foundrydigital.com/,e41693cef56fc39593df22b8cce2ae4faf572119abe3b20c54411a47882dfdc2,1730784002,2024-11-05
Foundry USA,https://foundrydigital.com/,476c204c7534e7c3399ca6ed83e77bb039d8fafc148afa43d126b3c6c2bcc630,1730785108,2024-11-05
1THash,https://www.1thash.top,450d7ba0cb67d860125280acb7344f38b8b8d7cf5404b86bb80dd0e12280ec2f,1730785205,2024-11-05
BTCC,https://pool.btcc.com/,4b43b52f7e83b816839435c13fd47d939b597c321c24ca9da9a0af8eeed26f74,1730785637,2024-11-05
,,e324aca87ace19c6dd79473785043bad31258d963a26f1cf3edd0926bc40c0bf,1730786722,2024-11-05
AntPool,https://www.antpool.com/,a29e7547a7ae70221e6dd6b248b2baedd1803e81fae97478aeb2cc7f4691fe9a,1730787198,2024-11-05
F2Pool,https://www.f2pool.com/,6b5e6e626ecc9519e7e2c2d3d6f7ce706b737ba12ec3fbb67ec706572ca91755,1730787270,2024-11-05
Foundry USA,https://foundrydigital.com/,edc290979f9de9f975be9eafa230050919b1f5b724af9a34c209993e29bcb9da,1730788332,2024-11-05
,,68d6cd7701487dec6222fbcb9a277769dcaf788e3078d130549d31763af6ff27,1730788738,2024-11-05
AntPool,https://www.antpool.com/,83a6953603a75c2bbf083ad3d7186b719a3deda9142e520da9dd11aa6f70abfd,1730789289,2024-11-05
Foundry USA,https://foundrydigital.com/,22dee0fb2cd0b01197634c72a909c1bc23268d375887a69d4c4349563ee68f74,1730789485,2024-11-05
Foundry USA,https://foundrydigital.com/,213647521337123256b883bd1c89ef32c49a2ab332f1eee09e44ec8f3da4e4ae,1730790389,2024-11-05
Foundry USA,https://foundrydigital.com/,918ab70184252fd9f5e22bf74b3358f37a3d51c21c068d73e2671910d7fc62ff,1730790497,2024-11-05
,,0d67bbda8f66719fe083ef90a34bb56e9aab5f202dc21697c4e3e248c7020e6b,1730790549,2024-11-05
AntPool,https://www.antpool.com/,e921a8a419228e5576311643aa159d15b12aed4fb32caf1c7da1cc59d5b829a3,1730790608,2024-11-05
,,0074711702db522a5bb4c0a53bcebb00281797e60dcebd10b85e2ecc1ff6a067,1730790767,2024-11-05
Foundry USA,https://foundrydigital.com/,728291a95144fc1f9fcfd6b05cb07869efaebd130a948a769f8257653a693be8,1730791179,2024-11-05
Foundry USA,https://foundrydigital.com/,3252df3d781dcf6d2ee9c58ff676296667fe8ad716c587d6249df7ae82e1c28d,1730791231,2024-11-05
Foundry USA,https://foundrydigital.com/,7e659596ca97feee7b5e00499e6325e5056f912808dd868de159dd579de7a1f0,1730791964,2024-11-05
AntPool,https://www.antpool.com/,8d33bfd1920987640b54bc19cc17dcaf8815b4ab1910ac3de689d39cf75160f9,1730793122,2024-11-05
AntPool,https://www.antpool.com/,22c4ded003d00d96713b419036b577f10f8f2fb6d1feaf1e2d0d2330067eda7f,1730793274,2024-11-05
ViaBTC,https://viabtc.com,2322b3d902b48d144f1585c80b4a43542a07918014e7fb90f6fa0a1ba7bc5d8e,1730793440,2024-11-05
Foundry USA,https://foundrydigital.com/,0e5650ef24cb4c6a5e40439dd72fbc7b2c0a69f2120b7ae32428eb737668671e,1730794164,2024-11-05
,,b6e9d3a3b81b3f8c547770b107a6de5c54e0c9a9b493580b7d2be15c4b174e50,1730794315,2024-11-05
BTCC,https://pool.btcc.com/,f42da868b3454a9bee8b8c7a27894f5ffa4de7812af411f9fd6d50567a7dcfdb,1730796396,2024-11-05
AntPool,https://www.antpool.com/,b563e4a65596e326ab886462b64a2f60f78b1b66a994c9561108fd4b63fe93d8,1730797105,2024-11-05
AntPool,https://www.antpool.com/,de0e21d00bde72669300c57d716d737c8d523b5ccc1b1a300b57639977b7e25e,1730797560,2024-11-05
Ocean.xyz,https://ocean.xyz/,6e9cadbf24f6c8a092030a0ad55d47bfb9ef4f679ce919593c8e1dd06c442c11,1730798019,2024-11-05
,,6bcaa2ddea83287010565056ea6003efa055e7001a0b062f49fcc340c869ef46,1730800300,2024-11-05
AntPool,https://www.antpool.com/,5be8da84c63fdfdaf602789dede7c39e459009443083924166a314de9684a9da,1730800547,2024-11-05
AntPool,https://www.antpool.com/,e0e93e5709a0722a9cee1165d5012adca431de61975a2bb8b8233dfdd6656547,1730801022,2024-11-05
F2Pool,https://www.f2pool.com/,c635a94018705e72054b9ef183ed04a92c18e46c4cd7ccad47e5598c791cb557,1730801622,2024-11-05
Foundry USA,https://foundrydigital.com/,3ca94b05c226d935fac839dbb2d3b43ac5efc5422ee7b3abf70f39e0413e70b0,1730801885,2024-11-05
,,0df1ccffb3f5774211ef9e7ac82a2bf0a60868fd2df92404c6317e8ae2a8d368,1730802617,2024-11-05
Foundry USA,https://foundrydigital.com/,fc691b0d0ebd7523e2ce1c724f73c91985246a8cc7b83c66d6eeb9b21cd111ed,1730802727,2024-11-05
SpiderPool,https://www.spiderpool.com/,0f2d49ce89d102ab1418881ef79406149cdc065fe0e13d621a220e8308095fdf,1730802871,2024-11-05
,,742a4a7e6f03757614d69f565382cfa0bd63a80c6f5e20e14304a655d6822530,1730803593,2024-11-05
AntPool,https://www.antpool.com/,1d97c0976ccaa69595a204035e6c0dcc86cf2ca8afef11de431a9f60f53a271b,1730806527,2024-11-05
Poolin,https://www.poolin.com/,7cbf2979ef9f044be57e06e789c62130e64dbab768b233c551c0a34e663061af,1730806982,2024-11-05
AntPool,https://www.antpool.com/,651c3fb36e66e35ba62fa7860fc0ea67d59edce5730769679f4be950a89f478e,1730807348,2024-11-05
